Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
0.31,3.0,2.0,17.0,Clay,5.02,21.44,No,Yes,No,Airways,Yes,Wealthy,Yes,-176.03
0.45,32.0,11.0,5535.0,Clay,42.91,57.16,No,No,No,,Yes,Working Class,No,1915.02
0.39,15.0,7.0,935.0,Clay,3.92,24.38,Yes,No,Yes,Waterways,Yes,Working Class,No,279.02
0.39,3.0,2.0,11.0,Wood,4.17,20.71,No,No,No,Roadways,No,Working Class,Yes,163.68
0.21,51.0,8.0,247279.0,,855.03,95.82,Yes,No,Yes,Airways,No,Working Class,,5794.09
0.09,12.0,8.0,29200.0,Marble,50.45,41.4,Yes,No,No,Roadways,No,Wealthy,No,471.07
0.19,28.0,6.0,3102.0,Marble,194.33,75.22,Yes,Yes,Yes,,No,Wealthy,Yes,1056.5
0.56,24.0,8.0,413.0,Wood,6.99,19.52,No,No,Yes,Roadways,No,Working Class,Yes,366.18
0.71,20.0,7.0,102155.0,Marble,491.16,84.03,No,No,No,Roadways,No,Working Class,No,4324.9
0.84,6.0,4.0,2492.0,Stone,12.67,21.04,Yes,No,Yes,Waterways,No,Working Class,No,422.21
0.05,22.0,9.0,153022.0,Marble,234.36,44.98,Yes,No,No,Airways,No,Working Class,No,752.68
0.82,4.0,4.0,10.0,Wood,5.08,18.37,No,Yes,Yes,,No,Wealthy,No,317.88
0.37,44.0,22.0,1521.0,Wood,10.05,14.24,Yes,No,No,Waterways,No,Wealthy,Yes,220.84
0.15,21.0,7.0,133898.0,Marble,393.73,81.24,Yes,Yes,No,Airways,No,Working Class,No,-1413.81
0.45,20.0,9.0,8214.0,Bronze,8.62,52.86,No,No,No,,No,Working Class,No,1034.84
0.65,27.0,15.0,17635.0,Bronze,51.64,52.61,No,Yes,Yes,Roadways,No,Wealthy,No,2023.93
0.83,17.0,9.0,411.0,Aluminium,4.48,16.05,No,No,Yes,Roadways,No,Working Class,No,443.99
0.7,7.0,5.0,523.0,Bronze,4.43,11.64,No,No,No,Roadways,No,Working Class,No,218.82
0.28,20.0,5.0,3102.0,Aluminium,6.12,19.97,No,Yes,No,Roadways,No,Wealthy,No,185.35
0.58,16.0,6.0,660.0,Clay,5.5,14.15,No,No,Yes,,Yes,Working Class,No,273.5
0.79,44.0,8.0,36540.0,Bronze,85.41,74.38,No,No,No,,No,Working Class,Yes,7869.55
0.68,47.0,8.0,23783.0,Bronze,34.71,91.34,No,No,Yes,Waterways,No,Working Class,No,2531.75
0.48,26.0,10.0,815778.0,Stone,1060.53,58.91,No,Yes,No,Airways,No,Wealthy,No,10735.89
0.46,40.0,8.0,4835604.0,Marble,24069.16,40.12,No,No,No,Waterways,Yes,Working Class,No,-47523.2
0.66,38.0,25.0,58652.0,Bronze,474.81,47.75,Yes,No,Yes,Waterways,No,Working Class,No,4212.55
0.45,25.0,15.0,1926.0,Aluminium,3.65,20.72,No,Yes,No,Airways,No,Wealthy,No,159.16
0.38,46.0,18.0,41940.0,Bronze,176.76,96.13,Yes,No,No,Airways,No,Working Class,No,1552.87
0.48,17.0,9.0,6285.0,Brass,17.64,67.04,No,No,Yes,Waterways,No,Working Class,No,753.83
0.67,22.0,8.0,241688.0,Stone,661.51,78.79,Yes,Yes,Yes,,No,Wealthy,No,-17963.1
0.96,30.0,15.0,63140.0,Brass,371.49,52.17,Yes,No,No,Waterways,No,Wealthy,No,5261.77
0.27,13.0,7.0,10206.0,Marble,7.13,43.07,Yes,Yes,No,,No,Working Class,No,385.04
0.21,39.0,26.0,115073.0,Bronze,151.72,60.82,No,No,No,,No,Working Class,No,949.33
0.06,29.0,12.0,4538.0,Clay,6.62,13.47,No,No,Yes,Roadways,Yes,Working Class,Yes,219.01
0.84,14.0,7.0,20425.0,Marble,50.13,35.69,No,No,No,Waterways,No,Wealthy,No,1667.84
0.86,31.0,7.0,3102.0,Aluminium,3.01,17.35,No,Yes,Yes,Roadways,No,Wealthy,No,770.54
0.81,14.0,8.0,35758.0,Marble,198.16,80.35,No,No,Yes,Roadways,No,Wealthy,No,2016.07
0.64,29.0,8.0,3534.0,Clay,8.3,10.11,No,No,No,,Yes,Working Class,No,461.17
0.32,48.0,8.0,4831383.0,Marble,14190.43,72.26,No,No,Yes,,Yes,Working Class,No,25808.12
0.45,23.0,8.0,2954.0,Bronze,35.8,23.64,No,No,No,,No,Working Class,No,970.35
0.45,17.0,7.0,127047.0,Stone,213.6,57.17,No,Yes,Yes,,No,Working Class,No,1138.28
0.64,17.0,9.0,7264.0,Brass,8.26,90.67,No,Yes,No,Roadways,No,Working Class,No,-1536.66
0.07,16.0,8.0,5596.0,Bronze,14.87,87.72,Yes,Yes,No,Airways,No,Working Class,Yes,435.36
0.88,45.0,9.0,29714.0,Brass,124.61,93.22,Yes,No,No,Waterways,No,Working Class,Yes,4656.73
0.01,23.0,9.0,7768.0,Brass,16.46,33.19,No,No,No,Airways,No,Wealthy,No,229.63
0.19,15.0,7.0,1230.0,Bronze,6.19,12.09,No,Yes,No,Roadways,No,Working Class,No,155.59
0.31,33.0,9.0,1675.0,Aluminium,3.4,15.08,Yes,No,Yes,Roadways,No,Working Class,No,256.81
0.12,9.0,8.0,3102.0,Aluminium,5.81,16.31,No,No,No,,No,Wealthy,Yes,-161.16
0.54,5.0,3.0,570.0,Marble,6.7,12.57,No,No,Yes,Roadways,No,Working Class,Yes,266.63
0.18,20.0,6.0,157.0,Wood,4.98,10.66,No,Yes,Yes,Airways,No,Wealthy,No,-141.17
0.55,14.0,7.0,48791.0,Marble,396.47,92.99,Yes,Yes,No,Airways,No,Wealthy,No,2729.23
0.47,20.0,5.0,201.0,Clay,4.69,23.18,No,No,Yes,Roadways,Yes,Working Class,No,211.89
0.47,22.0,8.0,437722.0,Stone,535.34,49.4,No,Yes,No,Roadways,No,Working Class,No,6440.06
0.23,20.0,11.0,169076.0,Stone,323.18,74.42,No,No,Yes,Waterways,No,Working Class,,1107.9
0.43,20.0,8.0,4876.0,Brass,11.74,20.24,Yes,No,No,Waterways,No,Working Class,No,264.58
0.51,12.0,7.0,3594.0,Brass,14.07,16.25,No,No,No,Roadways,No,Working Class,No,242.03
0.55,26.0,7.0,324788.0,Stone,181.26,48.16,No,No,No,Roadways,No,Working Class,No,1692.54
0.18,6.0,4.0,29.0,Wood,5.02,10.92,Yes,No,No,Waterways,No,Working Class,No,104.46
0.6,34.0,8.0,3102.0,Marble,5534.48,83.9,Yes,Yes,No,,No,Working Class,No,66957.55
0.45,33.0,17.0,2524.0,Aluminium,6.62,16.07,Yes,Yes,No,Airways,No,Wealthy,No,391.47
0.41,15.0,7.0,81.0,Wood,3.91,13.4,No,Yes,Yes,Airways,No,Wealthy,No,198.88
0.87,14.0,6.0,201.0,Wood,3.47,14.0,No,No,No,,No,Working Class,No,262.38
0.9,32.0,7.0,456780.0,Stone,1707.88,84.82,Yes,No,No,Roadways,No,Working Class,,7907.82
0.12,51.0,14.0,10148222.0,Stone,17619.63,99.33,No,No,Yes,,No,Working Class,,31080.06
0.35,31.0,15.0,3579266.0,Stone,5835.84,90.87,No,Yes,No,Roadways,No,Wealthy,No,47985.1
0.79,44.0,8.0,36540.0,Bronze,85.41,74.38,No,No,No,,No,Working Class,Yes,7869.55
0.48,12.0,8.0,268.0,Aluminium,4.76,17.0,No,No,No,Airways,No,Working Class,No,180.88
0.45,26.0,8.0,1291994.0,,1989.44,38.99,No,Yes,No,,No,Wealthy,No,13075.3
0.07,12.0,6.0,3102.0,Bronze,5.07,12.76,No,Yes,Yes,,No,Working Class,No,156.12
0.37,18.0,9.0,233674.0,Stone,1011.11,90.95,No,Yes,No,Roadways,No,Wealthy,No,3538.17
0.45,6.0,4.0,520.0,Brass,5.96,21.17,Yes,No,No,Waterways,No,Wealthy,No,255.53
0.97,22.0,12.0,16470.0,Bronze,33.02,55.94,Yes,No,No,Roadways,No,Working Class,No,2651.89
0.56,18.0,6.0,123572.0,Stone,572.82,73.95,No,Yes,Yes,Airways,No,Working Class,No,5657.25
0.2,38.0,8.0,3102.0,Wood,6.35,22.16,Yes,No,Yes,Waterways,No,Working Class,No,182.85
0.27,21.0,10.0,1101.0,,4.03,24.9,No,No,No,,Yes,Working Class,No,219.35
0.48,10.0,4.0,396.0,Bronze,6.78,14.43,No,Yes,Yes,Airways,No,Wealthy,No,257.52
0.73,9.0,5.0,6873.0,Marble,49.96,41.16,No,No,No,Roadways,No,Wealthy,No,781.66
0.6,10.0,4.0,7743.0,Stone,30.66,30.65,Yes,No,Yes,Waterways,No,Wealthy,No,565.39
0.56,11.0,7.0,2596.0,Brass,3.65,13.85,Yes,Yes,Yes,Airways,No,Working Class,,373.28
0.02,9.0,5.0,1213.0,Brass,6.36,24.67,Yes,No,Yes,Airways,No,Working Class,Yes,196.03
0.7,39.0,14.0,57456.0,Brass,121.36,63.6,No,No,Yes,Roadways,No,Working Class,Yes,2130.37
0.34,20.0,20.0,3102.0,Stone,2555.78,48.36,No,No,No,Roadways,No,Working Class,No,11690.72
0.82,15.0,8.0,48643.0,Marble,63.71,33.55,Yes,No,Yes,Waterways,No,Working Class,Yes,2763.1
0.33,29.0,8.0,2264.0,Clay,4.28,10.77,No,No,No,Airways,Yes,Working Class,Yes,193.5
0.17,18.0,6.0,166.0,Wood,3.76,11.72,Yes,No,No,Airways,No,Working Class,No,104.81
0.45,27.0,6.0,1843.0,Clay,5.42,23.48,Yes,Yes,Yes,Airways,Yes,Working Class,,437.59
0.17,13.0,7.0,285.0,Clay,6.96,17.34,Yes,Yes,No,Airways,Yes,Working Class,No,192.38
0.53,8.0,5.0,93.0,Wood,6.47,15.55,No,No,No,,No,Wealthy,No,203.14
0.24,3.0,3.0,14.0,Aluminium,4.93,15.72,No,No,Yes,Airways,No,Working Class,Yes,131.01
0.19,29.0,14.0,15094.0,Brass,40.42,63.25,No,Yes,No,Roadways,No,Working Class,,525.13
0.46,17.0,7.0,649.0,Aluminium,6.73,21.34,No,No,No,Roadways,No,Wealthy,,262.15
0.58,29.0,8.0,3048.0,Clay,10.55,14.48,Yes,No,Yes,Waterways,Yes,Working Class,No,374.81
0.45,8.0,4.0,5191.0,Stone,16.33,97.57,No,No,No,Roadways,No,Working Class,,610.86
0.52,10.0,4.0,333.0,Brass,4.53,11.29,Yes,No,No,Waterways,No,Working Class,No,188.56
0.45,25.0,8.0,3102.0,,2936.29,83.93,No,No,No,,No,Working Class,,-6236.31
0.76,24.0,12.0,403462.0,Marble,2227.26,89.85,No,No,No,Roadways,No,Working Class,No,-8114.24
0.75,15.0,8.0,233.0,Aluminium,5.87,17.17,No,No,Yes,Roadways,No,Working Class,Yes,409.97
0.41,21.0,13.0,1064738.0,Stone,2911.42,46.58,No,No,Yes,,No,Working Class,Yes,10373.2
0.69,21.0,6.0,3954.0,Brass,14.03,16.43,Yes,No,Yes,Waterways,No,Working Class,No,-359.72
0.8,28.0,11.0,692258.0,,2688.9,46.83,No,Yes,Yes,,No,Wealthy,No,17459.48
0.25,21.0,8.0,9826.0,Bronze,42.35,70.57,No,No,No,Waterways,No,Wealthy,,609.78
0.19,25.0,12.0,503.0,Wood,3.48,23.6,No,No,Yes,Roadways,No,Working Class,No,185.04
0.7,8.0,4.0,146.0,Aluminium,4.31,21.2,Yes,No,No,Airways,No,Working Class,Yes,323.84
0.79,28.0,14.0,647.0,Aluminium,6.15,23.67,No,Yes,No,Airways,No,Wealthy,No,790.16
0.57,26.0,13.0,1297.0,Clay,3.13,21.84,No,Yes,No,Airways,Yes,Wealthy,Yes,443.09
0.45,8.0,5.0,3102.0,Clay,6.71,23.6,No,No,No,,Yes,Working Class,No,214.64
0.2,25.0,9.0,7901.0,Brass,8.56,93.59,No,No,No,Waterways,No,Working Class,Yes,-547.81
0.47,16.0,8.0,2025.0,Bronze,5.96,10.57,Yes,No,No,Waterways,No,Wealthy,No,221.03
0.29,39.0,23.0,7666999.0,Stone,12907.06,58.08,Yes,No,Yes,Roadways,No,Working Class,Yes,45626.93
0.09,5.0,8.0,81.0,Brass,3.13,10.68,Yes,No,No,Waterways,No,Working Class,No,123.09
0.63,7.0,5.0,3102.0,Aluminium,3.9,23.57,No,Yes,No,,No,Wealthy,No,261.72
0.61,28.0,7.0,5943.0,Brass,19.62,51.39,No,No,Yes,Roadways,No,Working Class,Yes,960.33
0.33,12.0,7.0,2662.0,Brass,13.58,19.9,No,No,No,Roadways,No,Working Class,Yes,229.26
0.19,37.0,18.0,62557.0,Bronze,41.69,86.14,No,No,Yes,Waterways,No,Working Class,No,686.35
0.16,6.0,4.0,2118.0,Marble,6.79,11.49,Yes,No,No,Waterways,No,Working Class,Yes,186.27
0.45,12.0,6.0,1218.0,Bronze,5.31,20.77,No,No,No,Waterways,No,Working Class,Yes,190.19
0.27,24.0,9.0,992.0,Aluminium,3.94,11.98,Yes,No,Yes,Waterways,No,Working Class,,-171.98
0.51,5.0,3.0,651.0,Marble,5.84,19.56,Yes,No,No,Airways,No,Working Class,No,274.67
0.71,12.0,8.0,3893.0,Brass,12.63,23.35,No,No,Yes,Roadways,No,Working Class,Yes,476.79
0.1,17.0,6.0,293.0,Aluminium,5.54,14.7,No,No,No,Roadways,No,Working Class,No,111.79
0.37,14.0,6.0,912.0,Clay,6.22,23.35,No,Yes,No,Airways,Yes,Working Class,No,257.39
0.72,42.0,7.0,3475.0,Clay,21.05,14.52,Yes,Yes,Yes,Airways,Yes,Wealthy,No,1046.37
0.02,6.0,5.0,210.0,Bronze,4.55,14.32,No,No,No,,No,Working Class,No,136.93
0.42,22.0,10.0,1812.0,Clay,10.0,19.57,Yes,No,Yes,,Yes,Working Class,Yes,338.69
0.75,21.0,8.0,3102.0,Brass,12.12,69.08,No,No,No,Roadways,No,Working Class,No,1238.69
0.93,9.0,4.0,223.0,Clay,3.72,14.45,No,Yes,Yes,Roadways,Yes,Wealthy,No,339.63
0.44,13.0,6.0,62796.0,Stone,194.76,28.54,Yes,No,No,Airways,No,Working Class,Yes,871.64
0.35,8.0,4.0,4134.0,Marble,10.56,16.65,No,No,Yes,Roadways,No,Working Class,No,258.61
0.56,11.0,7.0,2596.0,Brass,3.65,13.85,Yes,Yes,Yes,Airways,No,Working Class,,373.28
0.17,21.0,12.0,18618.0,,6.22,83.74,No,No,No,Roadways,No,Working Class,,522.05
0.96,5.0,5.0,1445.0,,11.62,19.12,No,No,No,,No,Working Class,No,303.74
0.67,5.0,3.0,379.0,,3.98,24.2,No,No,No,Roadways,No,Working Class,No,-260.83
0.45,3.0,2.0,11.0,Aluminium,4.01,19.91,Yes,No,Yes,Airways,No,Working Class,,168.97
0.68,18.0,9.0,60774.0,Marble,323.71,77.3,No,Yes,Yes,Airways,No,Working Class,No,3230.58
0.58,28.0,17.0,896.0,Wood,3.32,17.24,No,No,Yes,,No,Working Class,Yes,-344.74
0.11,20.0,7.0,559.0,Clay,6.92,11.28,No,No,No,Airways,Yes,Working Class,No,132.45
0.84,14.0,8.0,6247.0,Brass,49.5,62.38,No,No,No,Waterways,No,Wealthy,Yes,1579.06
0.45,30.0,22.0,52276.0,Bronze,22.08,72.4,Yes,No,No,Airways,No,Working Class,Yes,1013.82
0.99,18.0,8.0,7529.0,Brass,17.86,27.98,No,No,No,Roadways,No,Working Class,,963.32
0.58,7.0,4.0,89.0,Aluminium,5.98,24.64,No,Yes,No,Airways,No,Working Class,No,248.54
0.15,19.0,6.0,1391.0,Clay,5.78,11.31,No,No,Yes,,Yes,Working Class,No,150.77
0.6,7.0,5.0,5012.0,Marble,29.2,76.46,No,No,No,Airways,No,Working Class,,705.15
0.59,4.0,8.0,82.0,Bronze,3.76,20.49,No,Yes,Yes,,No,Working Class,No,191.81
0.66,35.0,8.0,23960.0,,126.29,55.62,No,No,No,Roadways,No,Working Class,,1320.44
0.71,23.0,13.0,480.0,Wood,4.23,17.53,No,No,No,Roadways,No,Working Class,No,344.64
0.14,38.0,22.0,1342220.0,Marble,2297.62,68.06,No,No,No,Roadways,Yes,Working Class,No,4550.72
0.45,29.0,10.0,1704.0,Clay,9.69,20.72,No,No,No,Roadways,Yes,Working Class,No,470.12
0.36,3.0,3.0,58.0,Brass,4.0,11.28,No,Yes,No,Roadways,No,Wealthy,No,143.95
0.94,17.0,6.0,217.0,Aluminium,4.98,24.17,Yes,No,Yes,Waterways,No,Working Class,No,737.69
0.33,17.0,8.0,3473.0,Bronze,6.1,10.55,No,No,No,Roadways,No,Working Class,No,170.9
0.37,14.0,8.0,1246.0,Clay,6.37,11.0,No,No,No,Roadways,Yes,Working Class,No,-174.79
0.17,47.0,6.0,568968.0,Marble,1004.73,77.49,No,No,No,Roadways,Yes,Working Class,Yes,2366.05
0.54,26.0,7.0,240565.0,Stone,140.4,88.5,No,No,Yes,Roadways,No,Working Class,Yes,2123.03
0.45,31.0,12.0,2238.0,Aluminium,6.58,22.71,Yes,Yes,Yes,Airways,No,Working Class,Yes,325.89
0.23,18.0,8.0,3090.0,Bronze,12.96,20.21,No,No,Yes,Airways,No,Working Class,No,243.97
0.77,14.0,7.0,700.0,Clay,4.7,15.52,No,No,No,Waterways,Yes,Working Class,Yes,-315.2
0.26,22.0,6.0,8066.0,Brass,15.77,41.69,No,No,No,Airways,No,Wealthy,No,381.54
0.01,20.0,12.0,2192.0,Clay,6.97,16.31,Yes,No,Yes,,Yes,Working Class,No,156.49
0.34,34.0,8.0,76893.0,,83.14,79.49,Yes,Yes,Yes,Airways,No,Working Class,No,2239.39
0.17,24.0,6.0,6600.0,Brass,6.16,96.66,No,No,Yes,Waterways,No,Working Class,Yes,609.61
0.37,20.0,16.0,680.0,Wood,6.06,20.7,No,Yes,No,Roadways,No,Wealthy,No,265.89
0.86,5.0,8.0,1751.0,,6.18,11.0,Yes,No,Yes,Waterways,No,Working Class,Yes,471.22
0.73,23.0,6.0,99049.0,Marble,723.09,50.56,Yes,No,Yes,Airways,No,Wealthy,No,32117.69
0.73,22.0,6.0,596.0,Aluminium,5.49,19.38,Yes,No,No,Waterways,No,Working Class,No,454.15
0.03,7.0,4.0,46.0,Wood,3.73,11.17,No,Yes,Yes,Airways,No,Wealthy,No,-96.27
0.45,23.0,12.0,3102.0,Aluminium,6.05,13.08,No,No,No,Airways,No,Working Class,,590.37
0.45,31.0,17.0,4670755.0,Stone,4227.34,96.27,Yes,No,Yes,Waterways,No,Wealthy,,33976.99
0.45,6.0,5.0,708.0,Brass,5.12,13.1,Yes,Yes,No,Airways,No,Working Class,No,193.79
0.87,28.0,11.0,5325.0,Clay,5.48,77.11,No,No,Yes,Roadways,Yes,Working Class,,2503.85
0.61,15.0,8.0,126573.0,Stone,531.53,94.74,No,Yes,No,,No,Working Class,No,5458.49
0.88,12.0,8.0,26413.0,Marble,28.44,98.14,No,Yes,Yes,Roadways,No,Working Class,No,2271.79
0.39,11.0,8.0,62164.0,Stone,425.76,61.88,No,No,No,Airways,No,Working Class,No,2058.93
0.34,17.0,8.0,62782.0,Marble,291.17,71.7,Yes,Yes,Yes,Airways,No,Wealthy,Yes,1639.03
0.59,39.0,24.0,114056.0,Brass,406.46,66.06,Yes,No,Yes,,No,Wealthy,,4869.97
0.16,9.0,5.0,519.0,Bronze,6.14,18.53,Yes,No,Yes,Waterways,No,Working Class,No,178.39
0.84,20.0,22.0,2358378.0,Marble,10899.28,47.69,No,No,No,,Yes,Working Class,Yes,31704.03
0.57,40.0,9.0,33281.0,Brass,101.54,31.32,Yes,No,No,Waterways,No,Working Class,No,776.2
0.63,20.0,8.0,1046.0,,5.94,11.89,No,No,No,,Yes,Working Class,No,261.29
0.3,26.0,9.0,1981.0,Clay,6.83,24.29,No,No,Yes,Waterways,Yes,Working Class,Yes,284.6
0.17,42.0,24.0,50787.0,Bronze,70.72,44.84,Yes,Yes,No,Airways,No,Working Class,No,887.41
0.16,20.0,9.0,154740.0,Marble,392.1,92.66,No,No,No,,No,Wealthy,Yes,1390.64
0.27,33.0,15.0,44037.0,Bronze,17.21,74.7,Yes,No,Yes,Waterways,No,Working Class,No,-671.17
0.36,7.0,4.0,327.0,Bronze,5.49,22.23,No,Yes,No,Roadways,No,Working Class,No,204.34
0.7,14.0,7.0,74140.0,Stone,153.25,26.38,No,No,No,Roadways,No,Wealthy,Yes,-987.73
0.54,28.0,8.0,666.0,Aluminium,4.11,24.26,Yes,No,No,Waterways,No,Working Class,,334.75
0.94,30.0,13.0,996709.0,Marble,5519.02,53.47,Yes,No,Yes,Airways,No,Working Class,No,137069.47
0.17,26.0,12.0,171678.0,,178.0,53.23,Yes,Yes,Yes,,No,Working Class,No,1277.87
0.16,24.0,17.0,50717.0,Brass,92.22,81.11,Yes,Yes,No,,No,Wealthy,Yes,1487.06
0.37,20.0,7.0,598.0,Aluminium,4.08,19.2,No,No,No,Roadways,No,Working Class,,189.08
0.76,37.0,13.0,1298703.0,Marble,4742.35,72.27,Yes,No,No,Roadways,Yes,Working Class,,53207.98
0.45,16.0,8.0,47074.0,Marble,63.98,92.7,No,No,No,,No,Working Class,No,556.09
0.48,19.0,8.0,224.0,,6.04,13.67,Yes,No,Yes,Waterways,No,Working Class,No,251.51
0.0,20.0,11.0,435856.0,Stone,881.93,26.69,Yes,Yes,No,Airways,No,Working Class,No,2672.25
0.1,6.0,4.0,45.0,Wood,4.88,14.58,Yes,No,Yes,Waterways,No,Working Class,No,128.31
0.32,29.0,10.0,31526.0,Brass,43.43,72.73,No,No,Yes,Roadways,No,Wealthy,No,1031.14
0.09,17.0,11.0,3102.0,Marble,377.4,82.53,No,No,No,,No,Working Class,No,915.12
0.8,46.0,14.0,6333.0,Clay,30.62,62.93,No,Yes,Yes,Airways,Yes,Working Class,No,3467.74
0.75,19.0,11.0,625.0,Aluminium,5.9,21.47,No,No,No,Roadways,No,Working Class,No,447.84
0.03,43.0,18.0,13423877.0,Stone,21116.68,51.05,No,No,Yes,Roadways,No,Working Class,Yes,51268.3
0.17,42.0,24.0,50787.0,Bronze,70.72,44.84,Yes,Yes,No,Airways,No,Working Class,No,887.41
0.68,42.0,33.0,150750.0,,331.59,28.58,No,No,Yes,Roadways,No,Working Class,No,-3376.33
0.11,30.0,17.0,3102.0,Bronze,9.55,43.31,No,No,Yes,,No,Working Class,No,301.27
0.7,21.0,7.0,248328.0,Stone,2278.86,71.87,No,No,No,Roadways,No,Working Class,No,7093.61
0.37,4.0,3.0,3102.0,,4.84,18.22,No,No,No,Waterways,No,Working Class,No,182.41
0.81,6.0,5.0,1455.0,Marble,5.17,14.42,No,No,Yes,Roadways,No,Working Class,No,353.95
0.95,38.0,14.0,21260.0,Bronze,87.88,72.68,No,No,Yes,,No,Working Class,,17537.29
0.11,7.0,4.0,442.0,Brass,3.43,12.0,No,No,No,Waterways,No,Working Class,,-123.57
0.86,13.0,6.0,299.0,Aluminium,3.72,15.3,No,No,No,Roadways,No,Working Class,No,289.43
0.66,19.0,8.0,3102.0,Brass,75.35,41.62,No,No,No,,No,Working Class,No,2175.85
0.06,22.0,13.0,1374.0,Clay,4.22,18.29,No,Yes,Yes,Airways,Yes,Working Class,No,171.24
0.45,19.0,8.0,289823.0,Stone,2449.93,33.5,Yes,No,No,Waterways,No,Working Class,No,6609.54
0.3,16.0,7.0,3187.0,Bronze,7.89,18.6,No,No,Yes,Waterways,No,Working Class,No,231.4
0.26,29.0,7.0,1104.0,Aluminium,4.76,20.25,No,No,No,Airways,No,Working Class,No,192.77
0.5,19.0,7.0,3102.0,,117.9,59.3,No,Yes,No,,No,Working Class,No,-987.24
0.79,20.0,8.0,3102.0,Stone,20.7,17.53,Yes,No,Yes,Waterways,No,Working Class,Yes,-450.25
0.08,28.0,12.0,1097388.0,,3639.17,74.33,No,No,No,Airways,No,Wealthy,No,7565.86
0.45,14.0,7.0,197.0,Wood,6.61,24.0,No,No,Yes,Waterways,No,Working Class,No,148.24
0.29,20.0,11.0,2404.0,Clay,7.58,16.59,Yes,No,No,Waterways,Yes,Working Class,No,233.23
0.38,58.0,8.0,427.0,,5.57,10.66,No,No,Yes,,No,Working Class,No,204.55
0.53,18.0,11.0,363.0,Wood,5.49,18.03,No,Yes,No,,No,Wealthy,No,263.75
0.94,28.0,12.0,3588.0,Clay,16.92,19.47,Yes,Yes,Yes,Airways,Yes,Working Class,No,1488.13
0.37,12.0,6.0,38916.0,Stone,70.44,33.78,Yes,No,No,,No,Working Class,No,-788.8
0.36,8.0,5.0,686.0,Brass,3.15,12.36,No,No,No,Roadways,No,Working Class,No,167.31
0.26,23.0,14.0,1614.0,Aluminium,5.06,23.11,No,Yes,No,Roadways,No,Working Class,No,207.36
0.45,26.0,17.0,39715.0,Bronze,67.25,31.05,No,Yes,No,Roadways,No,Wealthy,No,3487.44
0.39,29.0,19.0,100412.0,Brass,537.5,50.44,Yes,No,No,Waterways,No,Working Class,No,2717.15
0.01,23.0,6.0,454.0,Aluminium,3.62,12.71,No,No,Yes,Roadways,No,Working Class,No,123.32
0.13,25.0,14.0,11898.0,Brass,6.55,34.11,No,No,No,Waterways,No,Working Class,No,219.71
0.97,20.0,9.0,5691.0,Brass,41.13,28.23,No,Yes,Yes,Airways,No,Wealthy,No,2155.54
0.24,14.0,8.0,6055.0,,13.32,70.58,No,No,No,Waterways,No,Working Class,No,467.75
0.59,39.0,6.0,14966.0,Brass,57.19,93.12,No,No,No,Waterways,No,Working Class,No,-1636.4
0.45,15.0,8.0,74065.0,,234.74,87.03,No,No,No,Roadways,No,Working Class,,1381.82
0.38,5.0,3.0,21.0,Wood,4.38,17.55,Yes,Yes,No,,No,Wealthy,No,174.18
0.7,21.0,7.0,248328.0,Stone,2278.86,71.87,No,No,No,Roadways,No,Working Class,No,7093.61
0.81,27.0,15.0,18958.0,,43.8,51.92,No,Yes,No,Airways,No,Working Class,No,2068.03
0.64,26.0,8.0,8520.0,Brass,49.84,53.72,Yes,No,No,Waterways,No,Working Class,No,1025.94
0.45,20.0,20.0,1054.0,Wood,6.51,10.68,No,No,Yes,Waterways,No,Working Class,No,413.22
0.36,8.0,8.0,53.0,Wood,5.6,19.82,No,No,Yes,Roadways,No,Working Class,No,171.22
0.8,8.0,5.0,3256.0,Stone,4.26,22.21,No,Yes,No,Airways,No,Working Class,No,463.73
0.51,13.0,8.0,3102.0,Clay,3.14,16.97,No,Yes,No,,Yes,Working Class,,237.9
0.63,8.0,5.0,380.0,Bronze,6.78,23.63,Yes,No,Yes,,No,Working Class,,369.93
0.17,9.0,4.0,158.0,Clay,6.05,17.11,Yes,No,No,Waterways,Yes,Wealthy,No,161.12
0.79,35.0,15.0,1804.0,,15.67,16.52,No,No,Yes,Airways,No,Working Class,,605.92
0.36,30.0,12.0,23105.0,Bronze,23.55,46.57,No,No,Yes,Roadways,No,Working Class,No,541.14
0.12,54.0,33.0,2261.0,,5.57,12.89,Yes,Yes,No,Airways,No,Working Class,No,157.05
0.2,16.0,7.0,3102.0,Aluminium,5.66,21.98,Yes,Yes,Yes,Airways,No,Working Class,Yes,225.25
0.83,20.0,7.0,3102.0,Clay,3.35,23.23,No,Yes,No,,Yes,Working Class,Yes,762.81
0.18,8.0,4.0,410.0,Bronze,5.17,10.94,Yes,Yes,No,Airways,No,Working Class,No,153.33
0.95,20.0,6.0,76862.0,Marble,281.39,72.66,No,No,No,Roadways,No,Working Class,Yes,3266.04
0.45,28.0,11.0,1301274.0,Stone,5713.56,97.35,No,No,Yes,Waterways,No,Working Class,No,15860.95
0.29,27.0,7.0,301.0,,4.92,14.75,Yes,Yes,Yes,,No,Working Class,,180.44
0.45,26.0,9.0,1129.0,Aluminium,3.33,20.39,Yes,Yes,No,Airways,No,Wealthy,Yes,352.44
0.43,47.0,10.0,2175877.0,Stone,12484.53,86.58,No,Yes,No,,No,Wealthy,,37461.26
